City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
102,howrah,22.5892,88.3103,33.0,75,40,5.14,IN,1720669606
103,adam,22.3756,57.5233,30.06,63,93,3.46,OM,1720669606
104,nagqu,31.5,92.0,15.31,54,99,3.36,CN,1720669606
105,lihue,21.9789,-159.3672,26.77,73,100,7.2,US,1720669606
106,arteche,12.2645,125.4048,30.19,71,94,2.95,PH,1720669606
107,rebrikha,53.0733,82.3408,22.36,64,66,4.56,RU,1720669607
108,shwebo,22.5667,95.7,25.33,89,100,4.19,MM,1720669607
109,arno,60.1167,18.6333,14.88,98,100,6.01,SE,1720669607
110,port alfred,-33.5906,26.891,20.71,31,64,7.37,ZA,1720669607
111,colonia,50.9333,6.95,17.71,89,0,1.03,DE,1720669607
112,kapuskasing,49.4169,-82.4331,14.05,77,20,2.06,CA,1720669607
113,sangin,32.0728,64.8359,34.56,11,0,4.79,AF,1720669608
114,tura,25.5198,90.2201,26.9,90,97,3.22,IN,1720669608
115,ramnagar,29.4,79.1167,30.93,68,8,1.13,IN,1720669608
116,atafu village,-8.5421,-172.5159,27.31,81,87,6.2,TK,1720669608
117,tamanrasset,22.785,5.5228,24.95,16,94,2.57,DZ,1720669608
118,val-d'or,48.1002,-77.7828,19.05,72,40,5.14,CA,1720669608
119,queenstown,-31.8976,26.8753,13.57,17,36,9.49,ZA,1720669609
120,ponta delgada,37.7333,-25.6667,21.4,88,40,4.12,PT,1720669609
121,jamestown,42.097,-79.2353,20.01,95,100,4.12,US,1720669609
122,dryden,49.7833,-92.7503,21.16,64,0,1.54,CA,1720669609
123,machico,32.7,-16.7667,22.78,90,20,1.54,PT,1720669609
124,canutama,-6.5339,-64.3831,26.82,57,83,0.21,BR,1720669609
125,placido de castro,-10.3353,-67.1856,19.85,66,2,0.48,BR,1720669609
126,pandan,14.0453,124.1694,30.71,65,96,0.6,PH,1720669609
127,urambo,-5.0667,32.05,14.05,53,44,2.51,TZ,1720669609
128,keflavik,64.0049,-22.5624,10.95,100,100,11.83,IS,1720669610
129,swakopmund,-22.6833,14.5333,11.1,89,0,0.45,NA,1720669610
130,san patricio,28.017,-97.5169,28.8,72,32,3.33,US,1720669610
131,shetpe,44.1667,52.1167,26.99,39,66,2.94,KZ,1720669610
132,las varillas,-31.8721,-62.7195,-1.49,67,0,2.23,AR,1720669610
133,fang,19.9169,99.2145,24.63,93,100,0.47,TH,1720669610
134,aasiaat,68.7098,-52.8699,3.4,90,100,4.36,GL,1720669610
135,mar del plata,-38.0023,-57.5575,3.26,71,100,0.89,AR,1720669610
136,bredasdorp,-34.5322,20.0403,17.01,71,65,11.6,ZA,1720669610
137,pisco,-13.7,-76.2167,13.03,88,4,1.03,PE,1720669611
138,qaqortoq,60.7167,-46.0333,5.31,91,100,2.03,GL,1720669611
139,ribeira grande,38.5167,-28.7,20.43,87,71,4.02,PT,1720669611
140,arraial do cabo,-22.9661,-42.0278,22.09,90,11,3.16,BR,1720669611
141,barnesville,33.0546,-84.1557,24.21,75,0,1.54,US,1720669611
142,ankang,32.68,109.0172,26.35,82,91,1.57,CN,1720669611
143,lajas,18.05,-67.0593,26.1,68,54,0.89,PR,1720669611
144,bondo,3.8146,23.6866,20.7,98,100,0.54,CD,1720669612
145,camana,-16.6228,-72.7111,14.94,90,94,3.34,PE,1720669612
146,al kharijah,25.4514,30.5464,31.87,22,3,2.98,EG,1720669612
147,naro,37.2935,13.7936,23.09,37,0,3.46,IT,1720669612
148,port mathurin,-19.6833,63.4167,22.66,77,17,9.41,MU,1720669612
149,pirane,-25.7324,-59.1088,8.48,62,90,1.59,AR,1720669613
150,kiama,-34.6833,150.8667,16.99,64,69,2.68,AU,1720669613
151,vilyuysk,63.7553,121.6247,27.82,40,10,2.48,RU,1720669613
152,katsuren-haebaru,26.3369,127.8719,33.21,70,40,7.72,JP,1720669613
153,alofi,-19.0595,-169.9187,23.94,60,20,6.17,NU,1720669613
154,hohhot,40.8106,111.6522,31.62,42,0,2.0,CN,1720669613
155,kudahuvadhoo,2.6708,72.8944,28.12,71,7,1.05,MV,1720669613
156,karratha,-20.7377,116.8463,29.52,37,0,3.63,AU,1720669531
157,chajari,-30.7505,-57.9796,3.93,83,5,1.44,AR,1720669613
158,isangel,-19.55,169.2667,25.06,73,40,10.29,VU,1720669614
159,knyaze-volkonskoye,48.4642,135.4567,18.19,79,99,5.05,RU,1720669614
160,nizhniy kuranakh,58.8353,125.4869,24.28,42,5,3.15,RU,1720669614
161,portland,45.5234,-122.6762,27.84,45,0,4.04,US,1720669596
162,kinablangan,7.6947,126.5503,27.93,75,100,2.29,PH,1720669614
163,adrar,20.5022,-10.0711,32.32,29,1,3.93,MR,1720669614
164,alamosa,37.4695,-105.87,17.99,42,0,3.09,US,1720669614
165,dunedin,-45.8742,170.5036,8.78,86,3,0.89,NZ,1720669614
166,kodiak,57.79,-152.4072,10.73,93,100,6.17,US,1720669614
167,ayancik,41.9447,34.5861,24.12,76,57,1.21,TR,1720669615
168,al jawf,29.5,38.75,28.17,25,0,3.39,SA,1720669615
169,jiuquan,39.7432,98.5174,28.7,29,23,3.61,CN,1720669615
170,panaba,21.2833,-88.2667,25.08,86,12,3.45,MX,1720669615
171,kamina,-8.7386,24.9906,12.06,31,75,1.87,CD,1720669615
172,ust-nera,64.5667,143.2,26.89,26,65,1.77,RU,1720669615
173,iskateley,67.6803,53.1512,11.27,66,62,5.98,RU,1720669615
174,ganye,8.4333,12.0667,21.88,93,97,0.87,NG,1720669616
175,port-cartier,50.0334,-66.8654,18.12,70,73,2.96,CA,1720669616
176,dzilam gonzalez,21.2833,-88.9333,25.73,85,8,2.16,MX,1720669616
177,tan-tan,28.438,-11.1032,19.77,90,82,5.83,MA,1720669616
178,manggar,-2.8833,108.2667,29.26,69,17,6.56,ID,1720669616
179,huilong,31.8111,121.655,24.37,85,100,3.33,CN,1720669616
180,tannum sands,-23.9504,151.3693,24.94,50,0,2.06,AU,1720669616
181,howard springs,-12.497,131.047,31.04,50,95,4.26,AU,1720669616
182,ghanzi,-21.5667,21.7833,9.03,15,0,2.27,BW,1720669617
183,boa vista,2.8197,-60.6733,25.99,83,40,4.63,BR,1720669617
184,sena madureira,-9.0656,-68.6569,20.32,72,0,1.01,BR,1720669617
185,kayangel,8.0823,134.7173,28.52,75,100,3.9,PW,1720669617
186,zelenogorskiy,55.0333,87.0,18.92,88,62,3.87,RU,1720669617
187,fort bragg,35.139,-79.006,29.32,83,75,2.57,US,1720669617
188,santa ines,-3.6667,-45.38,21.82,96,6,0.99,BR,1720669617
189,tazovsky,67.4667,78.7,18.65,57,22,3.93,RU,1720669617
190,kuala tungkal,-0.8167,103.4667,29.81,58,99,2.91,ID,1720669618
191,argostolion,38.1811,20.489,29.3,33,0,0.62,GR,1720669618
192,paka,4.6374,103.4368,30.96,66,20,3.09,MY,1720669618
193,pasni,25.2631,63.471,29.32,82,37,4.83,PK,1720669618
194,chos malal,-37.3781,-70.2709,2.0,53,76,2.57,AR,1720669618
195,mejit,10.2753,170.8646,28.3,79,28,7.67,MH,1720669618
196,vorgashor,67.5833,63.95,9.94,96,100,5.59,RU,1720669618
197,anaconda,46.1285,-112.9423,29.55,35,33,1.8,US,1720669618
198,alto araguaia,-17.3147,-53.2153,15.6,75,2,1.07,BR,1720669618
199,puerto baquerizo moreno,-0.9,-89.6,20.41,86,73,4.03,EC,1720669619
200,udachny,66.4167,112.4,27.21,35,64,1.9,RU,1720669328
201,vilyuchinsk,52.9306,158.4028,16.15,92,98,2.73,RU,1720669619
202,ancud,-41.8697,-73.8203,6.35,84,44,2.24,CL,1720669619
203,xilin hot,43.9667,116.0333,30.23,31,92,1.19,CN,1720669619
204,puerto san jose,13.9256,-90.8244,26.69,85,100,2.72,GT,1720669620
205,dalai,45.5,124.3,31.36,30,33,2.56,CN,1720669620
206,vadso,70.0744,29.7487,14.09,72,0,2.57,NO,1720669620
207,mogocha,53.7333,119.7667,26.01,42,99,3.43,RU,1720669620
208,huarmey,-10.0681,-78.1522,16.74,86,12,4.51,PE,1720669620
209,hamilton,39.1834,-84.5333,21.23,87,0,0.0,US,1720669600
210,cockburn town,21.4612,-71.1419,28.15,79,41,6.65,TC,1720669620
211,christchurch,-43.5333,172.6333,12.6,70,0,4.63,NZ,1720669428
212,enewetak,11.3474,162.3373,28.58,77,19,5.83,MH,1720669620
213,kaduna,10.5222,7.4383,20.87,97,100,1.29,NG,1720669621
214,tidjikja,18.5564,-11.4271,31.09,40,16,4.97,MR,1720669621
215,anseong,37.0108,127.2703,29.51,72,80,1.36,KR,1720669621
216,arkhangel'sk,64.5401,40.5433,13.06,76,20,1.0,RU,1720669621
217,el granada,37.5027,-122.4694,23.98,83,20,7.72,US,1720669621
218,takab,36.4009,47.1133,23.71,43,0,1.22,IR,1720669621
219,nemuro,43.3236,145.575,14.25,96,100,4.28,JP,1720669621
220,minas de marcona,-15.2119,-75.1103,9.47,89,72,6.8,PE,1720669622
221,saint-mandrier-sur-mer,43.078,5.929,22.1,79,0,2.06,FR,1720669622
222,punta arenas,-53.15,-70.9167,2.06,80,20,7.2,CL,1720669622
223,salalah,17.0151,54.0924,26.05,100,100,0.51,OM,1720669622
224,lebu,-37.6167,-73.65,8.67,87,92,4.78,CL,1720669622
225,aur,8.1499,171.1687,28.58,79,83,7.46,MH,1720669622
226,vila franca do campo,37.7167,-25.4333,21.23,99,49,2.28,PT,1720669622
227,brookings,44.3114,-96.7984,20.62,90,0,2.43,US,1720669623
228,westport,41.1415,-73.3579,25.92,82,100,6.71,US,1720669546
229,freetown,8.484,-13.2299,23.84,94,75,2.06,SL,1720669623
230,paros,37.0833,25.15,27.1,60,0,6.17,GR,1720669623
231,hagere hiywet,8.9833,37.85,14.04,84,19,0.62,ET,1720669623
232,al bayda',32.7627,21.7551,20.24,94,0,0.93,LY,1720669623
233,le grau-du-roi,43.5388,4.1356,20.99,91,0,1.54,FR,1720669623
234,staunton,38.1496,-79.0717,24.05,58,0,2.57,US,1720669424
235,busayra,30.7376,35.6078,25.79,39,0,0.36,JO,1720669623
236,antofagasta,-23.65,-70.4,13.6,69,86,0.61,CL,1720669623
237,kulunda,52.566,78.9385,24.94,51,28,4.19,RU,1720669624
238,sao gabriel da cachoeira,-0.1303,-67.0892,22.17,96,63,0.17,BR,1720669624
239,goba,7.0167,39.9833,11.02,84,35,1.77,ET,1720669624
240,maputo,-25.9653,32.5892,14.82,23,20,3.09,MZ,1720669624
241,lascano,-33.6667,-54.2,5.97,84,100,2.32,UY,1720669624
242,ta`u,-14.2336,-169.5144,25.86,73,72,8.87,AS,1720669624
243,phrai bueng,14.7483,104.3626,32.09,64,100,5.06,TH,1720669624
244,kalabo,-14.97,22.6814,8.0,31,0,2.42,ZM,1720669625
245,east london,-33.0153,27.9116,18.52,34,0,3.09,ZA,1720669625
246,tolanaro,-25.0319,46.9987,20.04,77,20,5.14,MG,1720669625
247,tsiombe,-25.3,45.4833,16.13,90,0,1.85,MG,1720669625
248,dolinsk,47.35,142.8,19.1,72,63,1.95,RU,1720669625
249,tiksi,71.6872,128.8694,17.66,40,18,1.61,RU,1720669625
250,mahanje,-9.9333,35.3333,9.17,58,24,1.32,TZ,1720669625
251,lajinha,-20.1514,-41.6228,17.03,76,6,0.74,BR,1720669625
252,pointe michel,15.25,-61.3833,28.16,80,1,4.84,DM,1720669626
253,yuzhno-kurilsk,44.0306,145.8556,15.55,93,100,3.06,RU,1720669626
254,newport,51.5877,-2.9984,13.3,88,3,1.36,GB,1720669626
255,awjilah,29.1081,21.2869,27.4,47,0,3.8,LY,1720669626
256,ambon,-3.6954,128.1814,29.08,65,40,3.6,ID,1720669626
257,labrador city,52.9463,-66.9114,12.95,62,0,4.63,CA,1720669626
258,kruisfontein,-34.0033,24.7314,20.49,48,77,7.89,ZA,1720669626
259,fortuna,40.5982,-124.1573,14.96,92,100,2.06,US,1720669626
260,shahdol,23.2833,81.35,31.63,57,83,2.72,IN,1720669626
261,olbia,40.9214,9.4856,24.03,50,0,4.12,IT,1720669627
262,kuala terengganu,5.3302,103.1408,31.97,66,20,1.54,MY,1720669627
263,rancho palos verdes,33.7445,-118.387,24.6,88,20,5.14,US,1720669627
264,sao tome,0.3365,6.7273,23.03,82,100,4.42,ST,1720669627
265,maintirano,-18.0667,44.0167,19.61,78,4,2.48,MG,1720669627
266,mhamid,29.82,-5.72,31.66,10,0,2.34,MA,1720669627
267,antsiranana,-12.2787,49.2917,22.42,60,20,8.23,MG,1720669627
268,baukau,51.5526,7.2042,18.05,92,100,1.81,DE,1720669628
269,dangriga,16.9692,-88.2321,27.33,85,100,5.76,BZ,1720669628
270,buka,40.8108,69.1986,32.66,26,0,2.25,UZ,1720669628
271,susangerd,31.5608,48.1831,39.7,10,0,3.76,IR,1720669628
272,lata,40.1629,-8.3327,18.37,98,20,0.69,PT,1720669628
273,san jose del cabo,23.0589,-109.6977,28.11,73,4,0.59,MX,1720669628
274,choyr,46.3611,108.3611,29.07,27,93,0.51,MN,1720669628
275,okhotsk,59.3833,143.3,23.39,47,66,3.48,RU,1720669628
276,richmond,37.5538,-77.4603,27.17,94,100,2.06,US,1720669628
277,hasaki,35.7333,140.8333,29.22,79,100,8.27,JP,1720669629
278,coahuayana de hidalgo,18.7,-103.6583,24.69,94,100,1.34,MX,1720669629
279,huruta,8.15,39.35,16.07,76,15,1.37,ET,1720669629
280,dili,-8.5586,125.5736,28.51,53,100,2.74,TL,1720669629
281,great bend,38.3645,-98.7648,28.07,54,0,4.63,US,1720669629
282,mount pearl,47.5166,-52.7813,18.51,94,100,9.26,CA,1720669418
283,ongjin,37.9347,125.3619,26.77,73,14,3.2,KP,1720669629
284,nikolayevsk-on-amure,53.1406,140.73,11.94,96,100,1.5,RU,1720669630
285,cabedelo,-6.9811,-34.8339,22.37,74,11,5.09,BR,1720669630
286,isla vista,34.4133,-119.861,22.78,52,1,2.01,US,1720669630
287,cadale,2.7603,46.3222,25.15,82,91,8.03,SO,1720669630
288,dadukou,26.5479,101.7054,28.28,70,100,1.5,CN,1720669630
289,socorro,31.6546,-106.3033,28.55,34,9,5.19,US,1720669630
290,kirakira,-10.4544,161.9205,28.35,79,95,3.87,SB,1720669630
291,flying fish cove,-10.4217,105.6791,26.82,78,75,6.69,CX,1720669631
292,lupane,-18.9315,27.807,6.92,26,0,2.29,ZW,1720669631
293,nasrullahganj,22.6833,77.2667,29.79,64,100,4.33,IN,1720669631
294,bontang,0.1333,117.5,26.05,87,94,4.34,ID,1720669631
295,utrik,11.2278,169.8474,28.23,80,25,7.21,MH,1720669631
296,coquimbo,-29.9533,-71.3436,7.85,72,75,3.09,CL,1720669631
297,as sulayyil,20.4607,45.5779,37.14,13,99,5.34,SA,1720669631
298,wanning,18.8003,110.3967,33.54,56,54,3.77,CN,1720669632
299,saint-pierre,-21.3393,55.4781,19.82,56,75,3.09,RE,1720669632
300,caala,-12.8525,15.5606,9.74,24,0,1.2,AO,1720669632
301,modugno,41.0974,16.778,24.76,59,0,1.5,IT,1720669632
302,nzerekore,7.7562,-8.8179,20.63,99,100,1.32,GN,1720669632
303,la passe,45.5549,-0.8967,19.13,80,73,3.17,FR,1720669632
304,helensburgh,56.0061,-4.7265,10.13,86,100,0.45,GB,1720669632
305,caraballeda,10.6112,-66.8522,27.04,83,33,3.6,VE,1720669632
306,salavat,53.3837,55.9077,19.21,80,99,1.95,RU,1720669633
307,saida,34.8303,0.1517,21.88,30,3,1.7,DZ,1720669633
308,cooma,-36.2333,149.1333,13.8,42,100,2.22,AU,1720669633
309,isafjordur,66.0755,-23.124,9.42,88,100,6.63,IS,1720669633
310,tatsuno,34.8667,134.55,22.34,92,100,1.77,JP,1720669633
311,alaghsas,17.0187,8.0168,33.18,29,77,2.82,NE,1720669633
312,cill airne,52.05,-9.5167,12.09,87,97,1.65,IE,1720669633
313,benguela,-12.5763,13.4055,18.85,86,3,1.26,AO,1720669634
314,tikaitnagar,26.95,81.5833,33.19,61,100,1.37,IN,1720669634
315,dwarka,22.2394,68.9678,29.79,79,61,7.5,IN,1720669634
